2102	1.000000e+03	1.000000e+03	1.000000e+03	0.000000e+00
1	9.178375e+02	7.635523e+02	3.159218e+02	0	3	5.881651e+00	2.693892e+02	3.898881e-02	6.285440e+01
2	9.282395e+02	7.736823e+02	3.189938e+02	0	1	4.740607e+00	4.921142e+01	3.432061e-02	1.430956e+01
3	9.115385e+02	7.716613e+02	2.967468e+02	0	6	7.834873e+00	2.727585e+03	3.106483e-02	7.290640e+02
4	1.127460e+03	9.653817e+02	5.524718e+02	0	2	4.842129e+00	1.613137e+02	3.921582e-02	5.882611e+01
5	1.132402e+03	9.720034e+02	5.740438e+02	0	16	2.706502e+01	1.218769e+05	1.861593e-02	4.084533e+04
6	1.189944e+03	9.242856e+02	4.587298e+02	0	12	4.995114e+01	5.066506e+05	6.250000e-02	1.318077e+05
7	1.471294e+03	7.051039e+02	7.448375e+02	2	3	1.751772e+01	1.338003e+04	2.778339e-02	5.035242e+03
8	1.465578e+03	4.251709e+02	6.857724e+02	2	8	2.424477e+01	5.489735e+04	2.621142e-02	1.780659e+04
9	1.146610e+03	4.971390e+00	6.639229e+02	0	3	6.939894e+00	9.327208e+02	4.003985e-02	1.330622e+02
10	1.130515e+03	2.430139e+01	6.811799e+02	0	4	1.386113e+01	9.475234e+03	2.857928e-02	3.534093e+03
11	1.200439e+03	9.890739e+01	7.757429e+02	0	15	3.254444e+01	1.986984e+05	6.250000e-02	5.541307e+04
12	1.348657e+03	3.240612e+02	5.493370e+01	0	2	3.848714e+00	2.904435e+01	6.250000e-02	5.777171e+00
13	1.368439e+03	3.231742e+02	5.865910e+01	0	1	5.734241e+00	1.072776e+02	6.250000e-02	3.789318e+01
14	1.265140e+03	2.988292e+02	2.179120e+01	0	11	3.099644e+01	1.108290e+05	2.388824e-02	1.865794e+04
15	5.310464e+02	1.515882e+02	7.052458e+02	1	9	2.511515e+01	3.530862e+04	2.350431e-02	1.064538e+04
16	5.339274e+02	2.657652e+02	7.047829e+02	0	24	2.658102e+01	1.882037e+05	2.073933e-02	4.620906e+04
17	5.841614e+02	1.948862e+02	7.363925e+02	0	6	1.353991e+01	1.130424e+04	3.138818e-02	3.201235e+03
18	5.400394e+02	2.042372e+02	7.939238e+02	1	6	1.349869e+01	1.654438e+04	2.750170e-02	4.548080e+03
