1	5e-11	0	-0	0	0
2	1e-10	0	-0	0	0
3	1.5e-10	0	-0	0	0
4	2e-10	0	-0	0	0
5	2.5e-10	0	-0	0	0
6	3e-10	0	-0	0	0
7	3.5e-10	0	-0	0	0
8	4e-10	0	-0	0	0
9	4.5e-10	0	-0	0	0
10	5e-10	0	-0	0	0
11	5.5e-10	0	-0	0	0
12	6e-10	0	-0	0	0
13	6.5e-10	0	-0	0	0
14	7e-10	0	-0	0	0
15	7.5e-10	0	-0	0	0
16	8e-10	0	-0	0	0
17	8.5e-10	0	-0	0	0
18	9e-10	0	-0	0	0
19	9.5e-10	0	-0	0	0
20	1e-09	0	-0	0	0
21	1.05e-09	0	-0	0	0
22	1.1e-09	0	-0	0	0
23	1.15e-09	0	-0	0	0
24	1.2e-09	0	-0	0	0
25	1.25e-09	0	-0	0	0
26	1.3e-09	0	-0	0	0
27	1.35e-09	0	-0	0	0
28	1.4e-09	0	-0	0	0
29	1.45e-09	0	-0	0	0
30	1.5e-09	0	-0	0	0
31	1.55e-09	0	-0	0	0
32	1.6e-09	0	-0	0	0
33	1.65e-09	0	-0	0	0
34	1.7e-09	0	-0	0	0
35	1.75e-09	0	-0	0	0
36	1.8e-09	0	-0	0	0
37	1.85e-09	0	-0	0	0
38	1.9e-09	0	-0	0	0
39	1.95e-09	0	-0	0	0
40	2e-09	0	-0	0	0
41	2.05e-09	0	-0	0	0
42	2.1e-09	0	-0	0	0
43	2.15e-09	0	-0	0	0
44	2.2e-09	0	-0	0	0
45	2.25e-09	0	-0	0	0
46	2.3e-09	0	-0	0	0
47	2.35e-09	0	-0	0	0
48	2.4e-09	0	-0	0	0
49	2.45e-09	0	-0	0	0
50	2.5e-09	0	-0	0	0
51	2.55e-09	0	-0	0	0
52	2.6e-09	0	-0	0	0
53	2.65e-09	0	-0	0	0
54	2.7e-09	0	-0	0	0
55	2.75e-09	0	-0	0	0
56	2.8e-09	0	-0	0	0
57	2.85e-09	0	-0	0	0
58	2.9e-09	0	-0	0	0
59	2.95e-09	0	-0	0	0
60	3e-09	0	-0	0	0
61	3.05e-09	0	-0	0	0
62	3.1e-09	0	-0	0	0
63	3.15e-09	0	-0	0	0
64	3.2e-09	0	-0	0	0
65	3.25e-09	0	-0	0	0
66	3.3e-09	0	-0	0	0
67	3.35e-09	0	-0	0	0
68	3.4e-09	0	-0	0	0
69	3.45e-09	0	-0	0	0
70	3.5e-09	0	-0	0	0
71	3.55e-09	0	-0	0	0
72	3.6e-09	0	-0	0	0
73	3.65e-09	0	-0	0	0
74	3.7e-09	0	-0	0	0
75	3.75e-09	0	-0	0	0
76	3.8e-09	0	-0	0	0
77	3.85e-09	0	-0	0	0
78	3.9e-09	0	-0	0	0
79	3.95e-09	0	-0	0	0
80	4e-09	0	-0	0	0
81	4.05e-09	0	-0	0	0
82	4.1e-09	0	-0	0	0
83	4.15e-09	0	-0	0	0
84	4.2e-09	0	-0	0	0
85	4.25e-09	0	-0	0	0
86	4.3e-09	0	-0	0	0
87	4.35e-09	0	-0	0	0
88	4.4e-09	0	-0	0	0
89	4.45e-09	0	-0	0	0
90	4.5e-09	0	-0	0	0
91	4.55e-09	0	-0	0	0
92	4.6e-09	0	-0	0	0
93	4.65e-09	0	-0	0	0
94	4.7e-09	0	-0	0	0
95	4.75e-09	0	-0	0	0
96	4.8e-09	0	-0	0	0
97	4.85e-09	0	-0	0	0
98	4.9e-09	0	-0	0	0
99	4.95e-09	0	-0	0	0
