      1   1.297211e-13   2.531086e-05   6.250000e-02   1.310315e-15
      2   1.138174e-13   2.032547e-05   3.688783e-02   1.149671e-15
      3   4.657993e-13   2.950770e-05   2.757891e-02   4.705044e-15
      4   8.240173e-13   2.917815e-05   1.507325e-02   8.323408e-15
      5   1.479737e-13   2.236926e-05   3.782163e-02   1.494684e-15
      6   3.423434e-13   2.533270e-05   2.374393e-02   3.458014e-15
      7   4.006376e-13   2.717123e-05   2.503491e-02   4.046844e-15
      8   2.275439e-13   2.383238e-05   2.974452e-02   2.298424e-15
      9   1.920088e-13   2.059390e-05   2.274390e-02   1.939483e-15
     10   3.301047e-13   2.267408e-05   1.765661e-02   3.334391e-15
     11   6.156853e-14   2.139897e-05   7.957747e-02   6.219043e-16
     12   1.279998e-13   2.519841e-05   6.250000e-02   1.292927e-15
     13   2.462551e-13   2.776203e-05   4.344486e-02   2.487425e-15
     14   7.082028e-13   3.227164e-05   2.372877e-02   7.153564e-15
     15   1.883874e-13   2.304034e-05   3.246270e-02   1.902903e-15
     16   3.944239e-14   1.701993e-05   6.250000e-02   3.984080e-16
     17   5.193219e-14   2.021866e-05   7.957747e-02   5.245676e-16
     18   3.869095e-13   2.091846e-05   1.182905e-02   3.908177e-15
     19   7.396596e-14   2.274839e-05   7.957747e-02   7.471309e-16
     20   2.587434e-13   2.683767e-05   3.735381e-02   2.613570e-15
     21   6.047825e-13   3.656758e-05   4.042588e-02   6.108914e-15
     22   2.778805e-13   2.397655e-05   2.480116e-02   2.806873e-15
     23   2.394404e-13   2.639545e-05   3.840252e-02   2.418590e-15
     24   2.984616e-13   3.341433e-05   6.250000e-02   3.014763e-15
     25   3.239761e-13   2.305953e-05   1.892379e-02   3.272486e-15
     26   9.109911e-14   1.864256e-05   3.556085e-02   9.201931e-16
     27   1.656026e-13   2.423700e-05   4.298722e-02   1.672754e-15
     28   6.926558e-14   2.053411e-05   6.250000e-02   6.996524e-16
     29   1.001548e-12   2.846766e-05   1.151738e-02   1.011664e-14
     30   1.680977e-13   2.009209e-05   2.412590e-02   1.697957e-15
     31   2.055628e-13   2.484194e-05   3.728911e-02   2.076392e-15
     32   1.256198e-13   2.019800e-05   3.279722e-02   1.268886e-15
     33   1.055568e-13   2.153104e-05   4.728018e-02   1.066230e-15
     34   1.095654e-13   2.166147e-05   4.638313e-02   1.106721e-15
     35   4.960090e-13   3.163796e-05   3.192315e-02   5.010192e-15
     36   4.609170e-13   2.496991e-05   1.688878e-02   4.655728e-15
     37   8.655801e-13   3.040132e-05   1.623080e-02   8.743233e-15
     38   1.496914e-13   2.654823e-05   6.250000e-02   1.512035e-15
     39   4.344320e-13   2.887861e-05   2.771896e-02   4.388202e-15
     40   1.027978e-12   3.151083e-05   1.521828e-02   1.038362e-14
     41   3.559047e-13   3.107162e-05   4.214325e-02   3.594997e-15
     42   8.235557e-14   1.795102e-05   3.511920e-02   8.318744e-16
     43   1.535115e-13   2.369005e-05   4.330390e-02   1.550621e-15
     44   3.595391e-13   2.767807e-05   2.948704e-02   3.631708e-15
     45   7.583605e-13   3.633467e-05   3.162700e-02   7.660207e-15
     46   3.922192e-13   2.911430e-05   3.146011e-02   3.961810e-15
     47   8.010998e-13   2.831420e-05   1.416760e-02   8.091917e-15
     48   6.898112e-14   2.050596e-05   6.250000e-02   6.967790e-16
     49   6.536442e-13   2.890554e-05   1.847447e-02   6.602466e-15
     50   2.337262e-13   3.079918e-05   6.250000e-02   2.360871e-15
     51   1.948615e-13   2.898758e-05   6.250000e-02   1.968298e-15
     52   4.009716e-13   3.031835e-05   3.475147e-02   4.050218e-15
     53   1.390561e-13   2.325552e-05   4.522288e-02   1.404607e-15
     54   1.742990e-13   2.439846e-05   4.166414e-02   1.760596e-15
     55   3.417694e-13   2.904973e-05   3.586436e-02   3.452216e-15
     56   3.279819e-13   2.658065e-05   2.862971e-02   3.312948e-15
     57   1.129329e-13   2.416815e-05   6.250000e-02   1.140736e-15
     58   1.204659e-13   2.148285e-05   4.115112e-02   1.216827e-15
     59   4.333408e-13   2.919744e-05   2.871937e-02   4.377180e-15
     60   1.861498e-13   2.086564e-05   2.440073e-02   1.880301e-15
     61   5.083620e-13   2.414933e-05   1.385198e-02   5.134970e-15
     62   1.059072e-13   1.904747e-05   3.262541e-02   1.069770e-15
     63   3.237422e-13   2.262532e-05   1.788772e-02   3.270123e-15
     64   3.339826e-13   2.658969e-05   2.814400e-02   3.373562e-15
     65   3.966728e-13   2.332749e-05   1.600080e-02   4.006796e-15
     66   5.318002e-14   2.037931e-05   7.957747e-02   5.371719e-16
     67   1.491793e-13   1.547162e-05   1.241278e-02   1.506862e-15
     68   5.530659e-14   2.064741e-05   7.957747e-02   5.586524e-16
     69   3.303560e-13   2.861119e-05   3.544832e-02   3.336929e-15
     70   5.740015e-13   3.109253e-05   2.618335e-02   5.797995e-15
     71   1.471698e-13   1.883219e-05   2.269101e-02   1.486563e-15
     72   5.455041e-13   2.666719e-05   1.738216e-02   5.510142e-15
     73   3.305885e-13   3.041013e-05   4.253409e-02   3.339278e-15
     74   2.082294e-13   2.443513e-05   3.503257e-02   2.103328e-15
     75   1.296032e-13   2.201313e-05   4.115280e-02   1.309124e-15
     76   6.154422e-13   2.929409e-05   2.042316e-02   6.216588e-15
     77   1.411136e-13   2.018620e-05   2.914505e-02   1.425390e-15
     78   4.405355e-13   3.454424e-05   4.678600e-02   4.449853e-15
     79   6.726629e-14   1.775975e-05   4.163733e-02   6.794574e-16
     80   9.020505e-13   3.322389e-05   2.032780e-02   9.111621e-15
