1000	1.000000e+03	1.000000e+03	1.000000e+03	0.000000e+00
1	1.000000e+02	0.000000e+00	0.000000e+00	1	4	1.558521e+01	4.586134e+03	3.018990e-02	0.000000e+00
2	2.000000e+02	0.000000e+00	0.000000e+00	0	4	1.436587e+01	5.695316e+02	4.074410e-02	0.000000e+00
3	3.000000e+02	0.000000e+00	0.000000e+00	0	4	2.115577e+01	4.991708e+03	3.934768e-02	0.000000e+00
4	4.000000e+02	0.000000e+00	0.000000e+00	0	4	1.916383e+01	3.613869e+03	3.510941e-02	0.000000e+00
5	5.000000e+02	0.000000e+00	0.000000e+00	0	4	1.772228e+01	2.290310e+03	4.366306e-02	0.000000e+00
6	6.000000e+02	0.000000e+00	0.000000e+00	0	4	2.233761e+01	3.585073e+03	2.866316e-02	0.000000e+00
7	7.000000e+02	0.000000e+00	0.000000e+00	0	4	1.714852e+01	1.346615e+03	4.160476e-02	0.000000e+00
8	8.000000e+02	0.000000e+00	0.000000e+00	0	4	2.340984e+01	6.596431e+04	3.448897e-02	0.000000e+00
9	9.000000e+02	0.000000e+00	0.000000e+00	0	4	2.513445e+01	5.192612e+03	3.889384e-02	0.000000e+00
10	1.000000e+03	0.000000e+00	0.000000e+00	2	4	1.790902e+01	9.512618e+02	4.317783e-02	0.000000e+00
11	1.000000e+02	1.000000e+02	0.000000e+00	1	5	1.292811e+01	8.774214e+02	4.165678e-02	0.000000e+00
12	2.000000e+02	1.000000e+02	0.000000e+00	0	5	1.692880e+01	6.436775e+03	3.814575e-02	0.000000e+00
13	3.000000e+02	1.000000e+02	0.000000e+00	0	5	2.141286e+01	3.576557e+03	3.550842e-02	0.000000e+00
14	4.000000e+02	1.000000e+02	0.000000e+00	0	5	2.230776e+01	1.290125e+04	3.977048e-02	0.000000e+00
15	5.000000e+02	1.000000e+02	0.000000e+00	0	5	1.405901e+01	1.411820e+03	4.303142e-02	0.000000e+00
16	6.000000e+02	1.000000e+02	0.000000e+00	0	5	1.381705e+01	4.004064e+02	3.555757e-02	0.000000e+00
17	7.000000e+02	1.000000e+02	0.000000e+00	0	5	1.890645e+01	7.454711e+03	3.455898e-02	0.000000e+00
18	8.000000e+02	1.000000e+02	0.000000e+00	0	5	2.346416e+01	4.895438e+04	2.994602e-02	0.000000e+00
