1             -1             72     3.6100e-05     9.6000e-05     1.0000e-05     1.5000e-14     5.0000e-15
2             -1            217     3.6100e-05     6.7000e-05     1.0000e-05     3.0100e-14     1.0033e-14
3             -1            235     3.6100e-05     6.2300e-05     2.0000e-05     4.8500e-16     1.6167e-16
4             -1            247     3.6100e-05     2.5200e-05     2.0000e-05     2.7600e-14     9.2000e-15
5             -1            461     3.6100e-05     6.0100e-05     1.4100e-05     1.1600e-14     3.8667e-15
6             -1            512     3.6100e-05     9.2600e-05     2.0000e-05     2.8600e-14     9.5333e-15
7             -1            563     3.6100e-05     5.9900e-05     1.0000e-05     9.2200e-15     3.0733e-15
8             -1            578     3.6100e-05     1.2400e-05     2.0000e-05     1.1200e-14     3.7333e-15
9             -1            685     3.6100e-05     5.4800e-05     1.0000e-05     1.4600e-13     4.8667e-14
10             -1            706     3.6100e-05     1.9900e-05     1.0000e-05     7.5200e-14     2.5067e-14
11             -1            760     3.6100e-05     5.8100e-05     1.0000e-05     6.5000e-14     2.1667e-14
12             -1           1008     3.6100e-05     2.7200e-05     1.3900e-05     3.2000e-14     1.0667e-14
13             -1           1017     3.6100e-05     1.6400e-05     1.3900e-05     3.2000e-14     1.0667e-14
14             -1           1050     3.6100e-05     4.4000e-05     1.3900e-05     3.2000e-14     1.0667e-14
15             -1           1058     3.6100e-05     1.3200e-04     1.0000e-05     1.3400e-13     4.4667e-14
16             -1           1080     3.6100e-05     1.4100e-04     2.0000e-05     4.8500e-16     1.6167e-16
17             -1           1083     3.6100e-05     5.8100e-05     2.0000e-05     4.8500e-15     1.6167e-15
18             -1           1101     3.6100e-05     1.0600e-04     1.0000e-05     5.8200e-14     1.9400e-14
19             -1           1134     3.6100e-05     1.0900e-04     1.0000e-05     2.0900e-14     6.9667e-15
20             -1           1267     3.6100e-05     7.8900e-05     1.8800e-05     5.2900e-14     1.7633e-14
21             -1           1282     3.6100e-05     1.4500e-05     2.0500e-05     4.8500e-16     1.6167e-16
22             -1           1285     3.6100e-05     1.1000e-04     1.3900e-05     3.2000e-14     1.0667e-14
23             -1           1291     3.6100e-05     4.3700e-05     1.0000e-05     4.8500e-14     1.6167e-14
24             -1           1417     3.6100e-05     1.5100e-04     2.0000e-05     2.8100e-14     9.3667e-15
25             -1           1436     3.6100e-05     6.7700e-05     2.0000e-05     7.2800e-15     2.4267e-15
26             -1           1541     3.6100e-05     2.4600e-05     1.0000e-05     4.8500e-16     1.6167e-16
27             -1           1591     3.6100e-05     9.6000e-05     1.0000e-05     4.1700e-14     1.3900e-14
28             -1           1666     3.6100e-05     4.0500e-05     1.0000e-05     3.8800e-14     1.2933e-14
29             -1           1748     3.6100e-05     1.0000e-05     2.0000e-05     5.0400e-14     1.6800e-14
30             -1           1788     3.6100e-05     1.2500e-04     1.0000e-05     2.5200e-14     8.4000e-15
31             -1           1815     3.6100e-05     2.1100e-04     1.0000e-05     1.0200e-14     3.4000e-15
32             -1           1826     3.6100e-05     4.7100e-05     1.3700e-05     4.0700e-14     1.3567e-14
33             -1           1850     3.6100e-05     5.8400e-05     1.7200e-05     1.8400e-14     6.1333e-15
34             -1           1886     3.6100e-05     9.8200e-05     1.0000e-05     1.8800e-13     6.2667e-14
35             -1           1929     3.6100e-05     1.4400e-05     1.3900e-05     3.2000e-14     1.0667e-14
36             -1           2006     3.6100e-05     2.8500e-05     1.0000e-05     3.8800e-14     1.2933e-14
37             -1           2059     3.6100e-05     2.3300e-05     1.0000e-05     9.6500e-14     3.2167e-14
38             -1           2130     3.6100e-05     7.1500e-05     2.0000e-05     1.8400e-14     6.1333e-15
39             -1           2284     3.6100e-05     1.2300e-04     1.0000e-05     1.8400e-14     6.1333e-15
40             -1           2416     3.6100e-05     1.7900e-05     2.0000e-05     2.5200e-14     8.4000e-15
41             -1           2441     3.6100e-05     9.8700e-05     1.6100e-05     2.6700e-14     8.9000e-15
42             -1           2454     3.6100e-05     2.4300e-05     1.0000e-05     1.4100e-14     4.7000e-15
43             -1           2604     3.6100e-05     1.7600e-05     1.0000e-05     2.1800e-14     7.2667e-15
44             -1           2701     3.6100e-05     4.1500e-05     1.0000e-05     4.2700e-14     1.4233e-14
45             -1           2712     3.6100e-05     8.0600e-05     1.3900e-05     3.2000e-14     1.0667e-14
46             -1           2750     3.6100e-05     9.6500e-05     2.0000e-05     3.6400e-14     1.2133e-14
47             -1           2767     3.6100e-05     1.0200e-04     1.0000e-05     4.8500e-16     1.6167e-16
48             -1           2774     3.6100e-05     7.4000e-05     1.1400e-05     7.9100e-14     2.6367e-14
49             -1           2862     3.6100e-05     4.4100e-05     1.0000e-05     1.2400e-13     4.1333e-14
50             -1           2911     3.6100e-05     9.5700e-05     1.0000e-05     1.8400e-14     6.1333e-15
51             -1           2919     3.6100e-05     1.3000e-04     1.0000e-05     1.3100e-14     4.3667e-15
52             -1           2947     3.6100e-05     1.0000e-05     1.0000e-05     2.8600e-14     9.5333e-15
53             -1           2964     3.6100e-05     2.3000e-05     1.0000e-05     1.2600e-14     4.2000e-15
54             -1           2971     3.6100e-05     7.0900e-05     1.0000e-05     1.5500e-14     5.1667e-15
55             -1           3203     3.6100e-05     1.0000e-05     1.3900e-05     3.2000e-14     1.0667e-14
56             -1           3366     3.6100e-05     9.1100e-05     2.0000e-05     1.3600e-14     4.5333e-15
57             -1           3370     3.6100e-05     9.4500e-05     1.0000e-05     1.6500e-13     5.5000e-14
58             -1           3382     3.6100e-05     6.1300e-05     1.0000e-05     1.0300e-13     3.4333e-14
59             -1           3490     3.6100e-05     4.4900e-05     1.0000e-05     1.5500e-14     5.1667e-15
60             -1           3535     3.6100e-05     6.6100e-05     2.0000e-05     1.3100e-14     4.3667e-15
61             -1           3546     3.6100e-05     1.3900e-05     1.0000e-05     7.7100e-14     2.5700e-14
62             -1           3563     3.6100e-05     1.9100e-05     1.0000e-05     9.5100e-14     3.1700e-14
63             -1           3580     3.6100e-05     9.6900e-05     1.0000e-05     6.0100e-14     2.0033e-14
64             -1           3614     3.6100e-05     1.7500e-04     2.0000e-05     6.7400e-14     2.2467e-14
65             -1           3616     3.6100e-05     7.4300e-05     1.0000e-05     4.6600e-14     1.5533e-14
66             -1           3618     3.6100e-05     9.8400e-05     1.3900e-05     3.2000e-14     1.0667e-14
67             -1           3644     3.6100e-05     8.4900e-05     2.0000e-05     4.8500e-16     1.6167e-16
68             -1           3678     3.6100e-05     4.0300e-05     2.5200e-05     4.8500e-16     1.6167e-16
69             -1           3681     3.6100e-05     1.8700e-04     1.7200e-05     4.0300e-14     1.3433e-14
70             -1           3698     3.6100e-05     1.0000e-05     1.0000e-05     1.3800e-13     4.6000e-14
71             -1           3707     3.6100e-05     7.3400e-05     1.0000e-05     9.3100e-14     3.1033e-14
72             -1           3791     3.6100e-05     2.2400e-05     1.0000e-05     5.3400e-14     1.7800e-14
73             -1           3826     3.6100e-05     1.7900e-05     2.0000e-05     3.7400e-14     1.2467e-14
74             -1           3893     3.6100e-05     8.4900e-05     2.0000e-05     1.5000e-14     5.0000e-15
75             -1           3904     3.6100e-05     5.0200e-05     2.2500e-05     1.9400e-14     6.4667e-15
76             -1           3925     3.6100e-05     1.6300e-05     1.9700e-05     1.3100e-14     4.3667e-15
77             -1           3993     3.6100e-05     1.4500e-05     2.0000e-05     4.8000e-14     1.6000e-14
78             -1           4023     3.6100e-05     7.6400e-05     2.0000e-05     2.7200e-14     9.0667e-15
79             -1           4033     3.6100e-05     1.7200e-04     1.0000e-05     2.7200e-14     9.0667e-15
80             -1           4079     3.6100e-05     1.6100e-05     2.3900e-05     4.3200e-14     1.4400e-14
81             -1           4131     3.6100e-05     1.4000e-05     1.0000e-05     3.7800e-14     1.2600e-14
82             -1           4134     3.6100e-05     4.0700e-05     1.0000e-05     2.5200e-14     8.4000e-15
83             -1           4141     3.6100e-05     1.5900e-04     1.0000e-05     2.8100e-14     9.3667e-15
84             -1           4153     3.6100e-05     4.4500e-05     1.0000e-05     2.4700e-14     8.2333e-15
85             -1           4158     3.6100e-05     5.6700e-05     2.0000e-05     2.2800e-14     7.6000e-15
86             -1           4201     3.6100e-05     1.1300e-04     1.3700e-05     1.0200e-14     3.4000e-15
87             -1           4263     3.6100e-05     1.4800e-04     1.0000e-05     1.2500e-13     4.1667e-14
88             -1           4329     3.6100e-05     2.6000e-05     1.0000e-05     2.4300e-14     8.1000e-15
89             -1           4362     3.6100e-05     1.2600e-04     2.0000e-05     6.3100e-15     2.1033e-15
90             -1           4403     3.6100e-05     2.2800e-05     1.3900e-05     3.2000e-14     1.0667e-14
91             -1           4416     3.6100e-05     4.0700e-05     2.0000e-05     4.8500e-16     1.6167e-16
92             -1           4456     3.6100e-05     1.6900e-04     1.0000e-05     1.0200e-14     3.4000e-15
93             -1           4494     3.6100e-05     5.9400e-05     1.0000e-05     6.1100e-14     2.0367e-14
94             -1           4559     3.6100e-05     1.0600e-04     1.0000e-05     1.7000e-14     5.6667e-15
95             -1           4568     3.6100e-05     1.0000e-05     1.0000e-05     2.0400e-14     6.8000e-15
96             -1           4585     3.6100e-05     5.2700e-05     2.0000e-05     4.8500e-16     1.6167e-16
97             -1           4596     3.6100e-05     4.7100e-05     2.0000e-05     4.8500e-16     1.6167e-16
98             -1           4599     3.6100e-05     6.6600e-05     2.0000e-05     4.8500e-14     1.6167e-14
99             -1           4647     3.6100e-05     5.0000e-05     1.0000e-05     3.7800e-14     1.2600e-14
100             -1           4761     3.6100e-05     4.3700e-05     2.0000e-05     4.8500e-16     1.6167e-16
101             -1           4780     3.6100e-05     2.1100e-05     1.0000e-05     6.0600e-14     2.0200e-14
102             -1           4781     3.6100e-05     1.0000e-05     2.8500e-05     2.0900e-14     6.9667e-15
103             -1           4859     3.6100e-05     2.8500e-05     1.1900e-05     6.9400e-14     2.3133e-14
104             -1           4983     3.6100e-05     2.8500e-05     1.0000e-05     9.0700e-14     3.0233e-14
105             -1           5014     3.6100e-05     9.4500e-05     1.0000e-05     5.0900e-14     1.6967e-14
106             -1           5016     3.6100e-05     1.0100e-04     1.7000e-05     2.3300e-14     7.7667e-15
107             -1           5055     3.6100e-05     1.0500e-04     1.0000e-05     2.2300e-14     7.4333e-15
108             -1           5077     3.6100e-05     5.4700e-05     1.0000e-05     5.5800e-14     1.8600e-14
109             -1           5089     3.6100e-05     7.2800e-05     1.0000e-05     9.9900e-14     3.3300e-14
110             -1           5157     3.6100e-05     1.3500e-04     1.3400e-05     6.1600e-14     2.0533e-14
111             -1           5235     3.6100e-05     8.7300e-05     2.0000e-05     1.6000e-14     5.3333e-15
112             -1           5252     3.6100e-05     7.7300e-05     1.7200e-05     2.7600e-14     9.2000e-15
113             -1           5259     3.6100e-05     8.2400e-05     1.0000e-05     1.9900e-14     6.6333e-15
114             -1           5335     3.6100e-05     1.6900e-04     2.0000e-05     3.3000e-14     1.1000e-14
115             -1           5357     3.6100e-05     5.3600e-05     1.0000e-05     1.7200e-13     5.7333e-14
116             -1           5418     3.6100e-05     5.6500e-05     1.3900e-05     3.2000e-14     1.0667e-14
117             -1           5435     3.6100e-05     1.1000e-04     1.8300e-05     3.2000e-14     1.0667e-14
118             -1           5442     3.6100e-05     1.5400e-05     1.9800e-05     1.7700e-13     5.9000e-14
119             -1           5533     3.6100e-05     1.0000e-05     2.0000e-05     1.1200e-14     3.7333e-15
120             -1           5565     3.6100e-05     1.0600e-04     1.0000e-05     1.7500e-14     5.8333e-15
121             -1           5566     3.6100e-05     7.1800e-05     1.0000e-05     3.7400e-14     1.2467e-14
122             -1           5582     3.6100e-05     1.1300e-04     2.0000e-05     4.8500e-16     1.6167e-16
123             -1           5677     3.6100e-05     1.3600e-04     2.0300e-05     4.7500e-14     1.5833e-14
124             -1           5722     3.6100e-05     2.6300e-05     1.0000e-05     3.7400e-14     1.2467e-14
125             -1           5800     3.6100e-05     3.6600e-05     2.0000e-05     2.8100e-14     9.3667e-15
126             -1           5889     3.6100e-05     6.0400e-05     2.0000e-05     2.2800e-14     7.6000e-15
127             -1           5896     3.6100e-05     4.9600e-05     1.3900e-05     3.2000e-14     1.0667e-14
128             -1           6006     3.6100e-05     1.2300e-05     2.0000e-05     2.3300e-14     7.7667e-15
129             -1           6062     3.6100e-05     1.2200e-04     1.0000e-05     2.3800e-14     7.9333e-15
130             -1           6063     3.6100e-05     1.3200e-04     1.0000e-05     4.8500e-16     1.6167e-16
131             -1           6073     3.6100e-05     6.7700e-05     1.0000e-05     1.6000e-14     5.3333e-15
132             -1           6157     3.6100e-05     1.0500e-04     1.0000e-05     1.3600e-14     4.5333e-15
133             -1           6208     3.6100e-05     1.3400e-04     1.0000e-05     2.7200e-14     9.0667e-15
134             -1           6224     3.6100e-05     2.0900e-05     2.0000e-05     3.7800e-14     1.2600e-14
135             -1           6264     3.6100e-05     2.2500e-05     1.3900e-05     4.7500e-14     1.5833e-14
136             -1           6309     3.6100e-05     5.3800e-05     1.0000e-05     5.9200e-14     1.9733e-14
137             -1           6469     3.6100e-05     3.6700e-05     1.4000e-05     4.0300e-14     1.3433e-14
138             -1           6480     3.6100e-05     1.2300e-04     1.3900e-05     3.2000e-14     1.0667e-14
139             -1           6510     3.6100e-05     6.7600e-05     1.0000e-05     3.5400e-14     1.1800e-14
140             -1           6650     3.6100e-05     6.3600e-05     1.0000e-05     5.2900e-14     1.7633e-14
141             -1           6665     3.6100e-05     6.7300e-05     2.0000e-05     4.8500e-16     1.6167e-16
142             -1           6708     3.6100e-05     8.0500e-05     2.0000e-05     2.5200e-14     8.4000e-15
143             -1           6761     3.6100e-05     7.9600e-05     1.0000e-05     3.6900e-14     1.2300e-14
144             -1           6820     3.6100e-05     9.0900e-05     1.0000e-05     4.0700e-14     1.3567e-14
145             -1           6825     3.6100e-05     3.0800e-05     2.3200e-05     4.7100e-14     1.5700e-14
146             -1           6872     3.6100e-05     1.8800e-04     1.0000e-05     4.8500e-16     1.6167e-16
